,skid,cell_type,idx,name,name_noside,side,annotated_name
2413,15674269,MB-FFN,330.0,N4_right,N4,right,FFN-10
2414,10163418,MBON,1091.0,MBE7a right,MBE7a,right,MBON-a1
2415,11524047,MBON,1868.0,MBE15b right,MBE15b,right,MBON-g2
2416,4241237,MBON,963.0,MBE6 right,MBE6,right,MBON-d1
2417,8980589,MBON,1681.0,MBE18 right,MBE18,right,MBON-c1; CN-59
2418,8094859,MBON,990.0,MBE11a right,MBE11a,right,MBON-b1
2419,4598363,MBON,2503.0,MBE15a right,MBE15a,right,MBON-g1
2420,4195012,MBON,526.0,MBE13a right,MBE13a,right,MBON-h1; MBON-h2
2421,16797672,MBON,1967.0,MBE5a right,MBE5a,right,MBON-i1
2422,4234009,MBON,982.0,MBE33 right,MBE33,right,MBON-b3
2423,18028397,MBON,1322.0,MBE5b right,MBE5b,right,MBON-k1
2424,16758011,other,556.0,Baso_right,Baso,right,no official annotation
2425,4230749,MBON,317.0,MBE13b right,MBE13b,right,MBON-h1; MBON-h2
2426,9469519,MBON,442.0,MBE11b right,MBE11b,right,MBON-b2
2427,15617305,MBON,1228.0,MBE7b right,MBE7b,right,MBON-a2
2428,12122924,MB-FBN,1149.0,CZ2_right,CZ2,right,FBN-28; mechano-Ch 2nd_order PN
2429,10340880,LHN,204.0,P1: BLAd ant lat_right,P1: BLAd ant lat,right,no official annotation
2430,8075484,LN,737.0,M ; F6 pair_right,M ; F6 pair,right,FBN-17; CN-7
2431,15568333,CN,2010.0,V ; DPMpm2 4_right,V ; DPMpm2 4,right,PL-6
2432,8310955,LHN,2718.0,DPLl i ( BLDa b 4 ) right,DPLl i ,right,no official annotation
2433,11909406,LN,1875.0,U3 ; bilateral-2_right,U3 ; bilateral-2,right,CN-11; FBN-12
2434,9583435,MB-FFN,1816.0,NI? right,NI?,right,FFN-14
2435,3814175,LHN,2832.0,T Neuron_sibling right,T Neuron_sibling,right,FFN-3
2436,17058350,other,378.0,Bridge V_right,Bridge V,right,CN-8
2437,10119916,LHN,215.0,Z: contra_right,Z: contra,right,no official annotation
2438,17019327,CN,2391.0,CF ; pDM_right,CF ; pDM,right,mechano-II/III 2nd_order PN
2439,7688300,pre-DN-VNC,2033.0,AW ; Right CP2/3d obPl 11; CP23 d 4 ,AW ; CP2/3d obPl 11; CP23 d 4 ,right,no official annotation
2440,8034919,LHN,1610.0,AV ; DPLc ant lat 1_right,AV ; DPLc ant lat 1,right,CN-17
2441,13863331,MB-FBN,2334.0,Bridge I_right,Bridge I,right,FBN-15; LHN-12; CN-48
2442,10882750,pre-DN-VNC,1887.0,SLQ2_right,SLQ2,right,no official annotation
2443,18644088,pre-DN-SEZ,242.0,UNK horseshoe right,UNK horseshoe,right,no official annotation
2444,16685117,pre-DN-VNC,899.0,SLR_right,SLR,right,no official annotation
2445,15601640,pre-DN-SEZ,1300.0,SLT_right,SLT,right,no official annotation
2446,13834125,pre-DN-VNC,1992.0,LX1_right,LX1,right,no official annotation
2447,9753418,PN-somato,1513.0,LH-LN2_right,LH-LN2,right,noci 2nd_order PN
2448,14914182,pre-DN-SEZ,2612.0,CPa medial bilateral 1 right,CPa medial bilateral 1,right,no official annotation
2449,15585114,pre-DN-SEZ,256.0,SLU_right,SLU,right,no official annotation
2450,19132527,pre-DN-SEZ,2359.0,BLAl_I-X 2 right,BLAl_I-X 2,right,no official annotation
2451,16100103,LHN,2182.0,MS: CM4 bc 2 ant lat right,MS: CM4 bc 2 ant lat,right,no official annotation
2452,18264509,CN,235.0,neuron 18264510 right,neuron 18264510,right,no official annotation
2453,17379420,DN-VNC,143.0,OL: CM4 ven ant 2 DNs_right,OL: CM4 ven ant 2 DNs,right,CN-28; PL-17
2454,16846902,CN,329.0,BLVa12 contralateral 1 right,BLVa12 contralateral 1,right,no official annotation
2455,17455871,pre-DN-VNC,1590.0,BLVp bonsai right,BLVp bonsai,right,no official annotation
2456,13411525,CN,192.0,DPMm1 ipsilateral sheet right,DPMm1 ipsilateral sheet,right,no official annotation
2457,9212816,CN,1971.0,IO; down_oct_right,IO; down_oct,right,CN-23
2458,5369028,pre-DN-VNC,436.0,DPLc post med 1 right,DPLc post med 1,right,no official annotation
2459,8571259,pre-DN-VNC,1678.0,DPMm1 4_right ,DPMm1 4 ,right,no official annotation
2460,14948339,CN,306.0,IT_right,IT,right,CN-18
2461,1868538,pre-DN-VNC,246.0,CP4 8 right,CP4 8,right,no official annotation
2462,15610774,pre-DN-VNC,2925.0,LX_right,LX,right,no official annotation
2463,10781924,pre-DN-VNC,1783.0,gate1_right,gate1,right,no official annotation
2464,3021609,pre-DN-VNC,805.0,DPM contralateral horseshoe right,DPM contralateral horseshoe,right,no official annotation
2465,10875178,pre-DN-VNC,417.0,PZ_right,PZ,right,no official annotation
2466,7530253,RGN,2678.0,ITP candidate 4 right,ITP candidate 4,right,no official annotation
2467,5601924,RGN,2746.0,hugin-RG right 2,hugin-RG 2,right,no official annotation
2468,13535387,RGN,1000.0,DH44 3 right,DH44 3,right,no official annotation
2469,15574231,sensory,2450.0,AN-R-Sens-B1-ACa-08,ANSens-B1-ACa-08,right,enteric
2470,10963761,sensory,466.0,v'td_a2r ,v'td_a2r ,right,respiratory
2471,15574199,sensory,2736.0,AN-R-Sens-B1-ACa-06,ANSens-B1-ACa-06,right,enteric
2472,2260755,RGN,638.0,DH44 1 right,DH44 1,right,no official annotation
2473,15559195,sensory,2060.0,AN-R-Sens-B1-ACa-04,ANSens-B1-ACa-04,right,enteric
2474,5956787,RGN,1378.0,ITP candidate pair 3 right; ITP candidate 2 right,ITP candidate pair 3; ITP candidate 2,right,no official annotation
2475,5469039,RGN,2416.0,Capa left,Capa,right,no official annotation
2476,10868477,sensory,2734.0,v'td1_a1r,v'td1_a1,right,respiratory
2477,3762787,RGN,2303.0,CRZ 2 right,CRZ 2,right,no official annotation
2478,5638694,sensory,2944.0,v'td_ a3r,v'td_ a3,right,respiratory
2479,7571966,DN-VNC,2173.0,CPe contralateral descending right; CPe3/pep asc cand Right; CP1 d 4,CPe contralateral descending; CPe3/pep asc cand; CP1 d 4,right,no official annotation
2480,15573396,sensory,2027.0,AN-R-Sens-B1-ACa-09,ANSens-B1-ACa-09,right,enteric
2481,5955853,RGN,2169.0,ITP candidate 1 right,ITP candidate 1,right,no official annotation
2482,3727026,RGN,2329.0,CRZ 1 right,CRZ 1,right,no official annotation
2483,15548107,sensory,1183.0,AN-R-Sens-B1-ACa-17,ANSens-B1-ACa-17,right,enteric
2484,3727004,RGN,2133.0,CRZ 3 right,CRZ 3,right,no official annotation
2485,3556191,sensory,1851.0,AN-R-Sens-B1-ACa-03,ANSens-B1-ACa-03,right,enteric
2486,7529574,RGN,430.0,ITP candidate pair 2 right; candidate 3 right,ITP candidate pair 2; candidate 3,right,no official annotation
2487,3762317,DN-SEZ,1975.0,"Input from both Munin 3, into SOG right, PAIR #3","Input from both Munin 3, into SOG, PAIR #3",right,no official annotation
2488,5038703,RGN,344.0,hugin-RG right 1,hugin-RG 1,right,no official annotation
2489,4235139,MBIN,1168.0,AVM011f right,AVM011f,right,MBIN-e1
2490,9074101,MBON,736.0,MBE35 right,MBE35,right,MBON-d3
2491,17176927,pre-DN-SEZ,2518.0,KU: DALcm12 L m ant lat 6_right,KU: DALcm12 m ant lat 6,right,CN-30
2492,16823703,MB-FBN,1072.0,AT ; DPMpm2 1_right,AT ; DPMpm2 1,right,CN-25; FAN-12
2493,4473922,MB-FBN,91.0,B ; DALcm12 m ant lat 5_right,B ; DALcm12 m ant lat 5,right,CN-36; FAN-4; PL-9
2494,5516552,MB-FBN,1930.0,I ; Bala12 #9_right,I ; Bala12 #9,right,FBN-13; mechano-Ch 2nd_order PN
2495,14206030,CN,178.0,AQ ;  DPMpm2_1_right,AQ ;  DPMpm2_1,right,CN-16
2496,19091931,MB-FFN,1620.0,Neuron 19091932 gap,Neuron 19091932 gap,right,FFN-16
2497,4515496,other,710.0,BAmv12 #3_right,BAmv12 #3,right,no official annotation
2498,3913620,CN,170.0,T5; offPVL09_3_large_right,T5; offPVL09_3_large,right,CN-6
2499,8712361,MB-FBN,167.0,AB_right,AB,right,CN-10; FAN-2
2500,6699205,MBON,1286.0,MBE30 right,MBE30,right,MBON-d2
2501,4514494,MB-FBN,855.0,BG ; Baso-anterior target neuron #2 MB PN_right,BG ; Baso-anterior target neuron #2 MB PN,right,CN-44; FAN-3
2502,16318521,PN,668.0,ASB PN right,ASB PN,right,gustatory-pharyngeal 2nd_order PN
2503,4228119,other,1866.0,P ; DALcm12  m ant lat #4_right,P ; DALcm12  m ant lat #4,right,no official annotation
2504,5771934,other,2454.0,BAmd1 d_right,BAmd1 d,right,no official annotation
2505,17165711,MB-FBN,1373.0,J ; Mid DPMpl lat  (F4 pair)_right,J ; Mid DPMpl lat  ,right,CN-14; FAN-11
2506,4575178,CN,123.0,CH ; BAmd1 lineage_right,CH ; BAmd1 lineage,right,CN-42
2507,4598109,MBON,2631.0,MBE34 right,MBE34,right,MBON-f1
2508,6703240,MBON,427.0,MBE23 right,MBE23,right,MBON-n1
2509,17013073,MBON,832.0,MBE24b right,MBE24b,right,MBON-o1; CN-60
2510,5480553,PN,264.0,LP: BAmas d 3_right,LP: BAmas d 3,right,FBN-3; enteric 2nd_order PN
2511,7612147,LHN,879.0,Q?; CP23d med of obPl 1 Gap; CP23 d 14_right,Q?; CP23d med of obPl 1 Gap; CP23 d 14,right,LHN-20; CN-56
2512,10809383,MB-FBN,528.0,O ; BAmd1 v_left,O ; BAmd1 v,right,CN-43; FBN-14
2513,7897469,MBON,1854.0,MBE2as right,MBE2as,right,MBON-q1
2514,16594509,MB-FBN,1206.0,BJ_right,BJ,right,FBN-1
2515,11464638,CN,760.0,DPMpl lat 7_right,DPMpl lat 7,right,CN-4
2516,7840791,MBON,371.0,MBE9b right,MBE9b,right,MBON-e1
2517,9753530,CN,281.0,BH ; Descending 2; CP1 v 2_right,BH ; Descending 2; CP1 v 2,right,no official annotation
2518,8297018,MBON,1063.0,MBE16 right,MBE16,right,MBON-e2
2519,7371184,pre-DN-VNC,439.0,BAmd1 d 6 right,BAmd1 d 6,right,no official annotation
2520,13644685,pre-DN-VNC,1277.0,BAlp4 ascending 5 right,BAlp4 ascending 5,right,no official annotation
2521,16443509,pre-DN-VNC,744.0,valentine neuron right,valentine neuron,right,no official annotation
2522,17659014,DN-SEZ,2074.0,PVM21-like 2 right,PVM21-like 2,right,no official annotation
2523,13191017,DN-SEZ,2304.0,BAmas12_ven descending 3 right,BAmas12_ven descending 3,right,no official annotation
2524,15732050,DN-SEZ,1142.0,Output of PC Hugin right,Output of PC Hugin,right,no official annotation
2525,4812481,pre-DN-VNC,1487.0,double-hook BAmv1/2 right,double-hook BAmv1/2,right,no official annotation
2526,15508735,sensory,1198.0,AN-R-Sens-B2-ACp-01,ANSens-B2-ACp-01,right,gustatory-pharyngeal
2527,6111289,other,2378.0,CM4 contralateral 2 right; DPMpm b 4 MEF int comm; CM4 dor pos 4,CM4 contralateral 2; DPMpm b 4 MEF int comm; CM4 dor pos 4,right,no official annotation
2528,4721087,other,804.0,NH; BAmd2_right,NH; BAmd2,right,no official annotation
2529,11359482,PN-somato,2673.0,CM4 contralateral 1 right; DPMpm c 3 MEF ven and comm; CM4 dor pos 8,CM4 contralateral 1; DPMpm c 3 MEF ven and comm; CM4 dor pos 8,right,proprio 2nd_order PN
2530,6049565,pre-DN-VNC,117.0,Stirrups right,Stirrups,right,PL-14
2531,16714214,pre-DN-VNC,1701.0,pacman-2 right,pacman-2,right,no official annotation
2532,7422595,other,2037.0,DALl1 5 right,DALl1 5,right,no official annotation
2533,11624548,other,2259.0,SLV_right,SLV,right,no official annotation
2534,15048530,pre-DN-SEZ,1663.0,BLAl F neuron 1 right,BLAl F neuron 1,right,no official annotation
2535,15606239,pre-DN-SEZ,201.0,BLAl_l-X right,BLAl_l-X,right,no official annotation
2536,13674287,pre-DN-VNC,2008.0,AP ;  BAla34 dor 2_right,AP ;  BAla34 dor 2,right,no official annotation
2537,11278919,pre-DN-VNC,2481.0,DPMpm1 2_right,DPMpm1 2,right,no official annotation
2538,14760757,pre-DN-VNC,1547.0,Bike Bars right; DALl1 7,Bike Bars; DALl1 7,right,no official annotation
2539,7807684,other,2066.0,crab-1 right,crab-1,right,no official annotation
2540,6317793,DN-SEZ,2255.0,DPLc1 Descending R,DPLc1 Descending,right,no official annotation
2541,5976168,DN-SEZ,2205.0,DPMl b 1 loSM right,DPMl b 1 loSM,right,no official annotation
2542,8717042,CN,1611.0,AU : Right BLAv2 post early dor neuron 8717043,AU : BLAv2 post early dor neuron 8717043,right,no official annotation
2543,9287906,MB-FBN,2875.0,DPLm1(D CB)3_right,DPLm13,right,FB2N-15
2544,3620633,DN-VNC,1024.0,Pre-goro3 right,Pre-goro3,right,no official annotation
2545,17177115,MB-FFN,1770.0,N5_right,N5,right,FFN-22
2546,5973097,pre-DN-SEZ,627.0,Bilaterial downstream BPL-to-MB right; CP4 3,Bilaterial downstream BPL-to-MB; CP4 3,right,no official annotation
2547,13365464,CN,1878.0,DPMm1 FB4_right,DPMm1 FB4,right,no official annotation
2548,10617840,MB-FFN,389.0,lowercase-h right,lowercase-h,right,FFN-40
2549,8951591,pre-DN-SEZ,991.0,BLVa12 bilateral right; Mediates descend from LH,BLVa12 bilateral; Mediates descend from LH,right,no official annotation
2550,5656152,other,1027.0,Review weird fork,Review weird fork,right,no official annotation
2551,17980792,MB-FBN,1812.0,Exclusive to 24; CP4 5 right,Exclusive to 24; CP4 5,right,FB2N-17
2552,11234536,MB-FFN,847.0,Headphone-2_right,Headphone-2,right,FFN-20
2553,13210358,MB-FBN,1933.0,Headphone_right,Headphone,right,FB2N-19
2554,8471817,pre-DN-SEZ,1902.0,BLAl F neuron 2 right,BLAl F neuron 2,right,no official annotation
2555,11306294,pre-DN-VNC,28.0,DPMm1 FB1_right,DPMm1 FB1,right,no official annotation
2556,11528017,MB-FBN,808.0,AF11: check if new 3rd BME  (ipsi PDL right?) neuron 11528018 ,AF11: check if new 3rd BME   neuron 11528018 ,right,FB2N-1
2557,11356523,pre-DN-SEZ,1884.0,AO ;  Right Sister of BPL to MB?,AO ;  Sister of BPL to MB?,right,no official annotation
2558,15607335,pre-DN-SEZ,476.0,DALl1 bilateral 1 right,DALl1 bilateral 1,right,no official annotation
2559,3793760,PN-somato,2396.0,Output of Munin 3 right - PAIR #1; CP4 9,Output of Munin 3 - PAIR #1; CP4 9,right,mechano-II/III 2nd_order PN
2560,3158085,pre-DN-VNC,806.0,AF5: Short-presynaptic-D-1L,AF5: Short-presynaptic-D-1L,right,no official annotation
2561,16751955,MB-FFN,1956.0,Dumbo_right,Dumbo,right,FFN-28
2562,10768709,pre-DN-SEZ,2533.0,Bilateral near MB_right,Bilateral near MB,right,no official annotation
2563,13405613,other,164.0,inner bridge 1 right,inner bridge 1,right,no official annotation
2564,3276003,pre-DN-VNC,88.0,L1: Short-presynapticD-3-R,L1: Short-presynapticD-3-R,right,no official annotation
2565,17384874,pre-DN-SEZ,824.0,CPd bilateral 1 right; CP4 7,CPd bilateral 1; CP4 7,right,no official annotation
2566,6061068,other,2950.0,AF1 right,AF1,right,no official annotation
2567,6446394,DN-VNC,18.0,PDM-DN_left,PDM-DN,right,no official annotation
2568,8840343,other,2634.0,BLA pointer right,BLA pointer,right,no official annotation
2569,10986253,pre-DN-VNC,1912.0,UNK ipsilateral 2 right; Above-BPL to telegoro ipsilateral right,UNK ipsilateral 2; Above-BPL to telegoro ipsilateral,right,no official annotation
2570,16347476,pre-DN-VNC,2162.0,DPM splitter right,DPM splitter,right,no official annotation
2571,13167730,pre-DN-VNC,2014.0,BAla12 ascending 1 right,BAla12 ascending 1,right,no official annotation
2572,19010160,DN-VNC,1161.0,CPf descending ipsilateral right,CPf descending ipsilateral,right,no official annotation
2573,12990900,pre-DN-SEZ,1633.0,UNK ipsilateral 1 right; DPLc ant med 2 right,UNK ipsilateral 1; DPLc ant med 2,right,no official annotation
2574,7587948,DN-VNC,20.0,down pOLP right,down pOLP,right,no official annotation
2575,17658978,DN-VNC,2529.0,CPf descending 1 right,CPf descending 1,right,no official annotation
2576,3764792,DN-VNC,2663.0,telegoro-1R,telegoro-1R,right,_telegoro-1
2577,8592501,pre-DN-VNC,977.0,BLP12 hook 4 right,BLP12 hook 4,right,no official annotation
2578,4234559,other,1174.0,CM13 lat 3_right,CM13 lat 3,right,no official annotation
2579,4190567,MB-FBN,2781.0,SJ: DALv23 L LAL dor pos 2_right,SJ: DALv23 LAL dor pos 2,right,FBN-20
2580,10339991,CN,620.0,DPMpm1 3_right,DPMpm1 3,right,no official annotation
2581,15668497,other,762.0,DALcl12 v d 3 R,DALcl12 v d 3,right,no official annotation
2582,5326407,pre-DN-SEZ,565.0,CP23 v 11_right,CP23 v 11,right,no official annotation
2583,15662776,CN,1807.0,DALcl12 v d 1 right,DALcl12 v d 1,right,PL-8
2584,4234016,MB-FFN,819.0,DPLal A_right,DPLal A,right,FFN-41
2585,4201555,MB-FBN,1625.0,DALv23 LAL 12 right,DALv23 LAL 12,right,FB2N-10; proprio 2nd_order PN
2586,15605297,other,610.0,DALcl12 v d 4 R,DALcl12 v d 4,right,no official annotation
2587,10612630,MB-FFN,1632.0,To finish with soma; CP23 v 10 right,To finish with soma; CP23 v 10,right,FFN-1
2588,4227880,pre-DN-VNC,470.0,EV_right ,EV ,right,no official annotation
2589,4665627,MB-FFN,399.0,N2_right,N2,right,FFN-9
2590,4152272,MB-FBN,790.0,DALv23 sub MB 1_right,DALv23 sub MB 1,right,FB2N-14
2591,8318813,CN,2349.0,DALcl12 v d 5 right,DALcl12 v d 5,right,no official annotation
2592,17083341,pre-DN-VNC,1686.0,CM13 med right,CM13 med,right,PL-24
2593,4228105,pre-DN-VNC,1801.0,ML_right,ML,right,no official annotation
2594,12962772,DN-SEZ,813.0,BS; CM4 dor ant 1 DNs_right ,BS; CM4 dor ant 1 DNs ,right,no official annotation
2595,4201020,PN-somato,834.0,DALv23 LAL 11 right,DALv23 LAL 11,right,FFN-8; proprio 2nd_order PN
2596,17336347,PN-somato,1523.0,To Finish with soma; CM13 lat 18,To Finish with soma; CM13 lat 18,right,proprio 2nd_order PN
2597,15673454,other,293.0,DALcl12 v d 2 right,DALcl12 v d 2,right,no official annotation
2598,4337398,MB-FBN,2941.0,DALv23 sub MB 2_right,DALv23 sub MB 2,right,FB2N-13
2599,17587726,DN-VNC,2652.0,BAmv12 descending 2 right,BAmv12 descending 2,right,no official annotation
2600,17660233,pre-DN-VNC,52.0,CM4 small 1 right,CM4 small 1,right,no official annotation
2601,18909888,other,1568.0,DPLal medial right,DPLal medial,right,no official annotation
2602,13775497,ascending,350.0,A06k_a1r,A06k_a1,right,unknown modality
2603,17543765,DN-VNC,1789.0,BAla34 lateral descending 1b right,BAla34 lateral descending 1b,right,no official annotation
2604,12422355,pre-DN-VNC,407.0,CM13 horseshoe 1 right,CM13 horseshoe 1,right,no official annotation
2605,2659504,pre-DN-VNC,1715.0,CM4-dm horseshoe 1 right,CM4-dm horseshoe 1,right,no official annotation
2606,1065967,DN-VNC,1029.0,DPMl_ant_ven descending right,DPMl_ant_ven descending,right,no official annotation
2607,19989037,PN-somato,510.0,BAla12 big axon right,BAla12 big axon,right,proprio 2nd_order PN
2608,17587730,DN-VNC,1915.0,BAmv12 descending 1 right,BAmv12 descending 1,right,no official annotation
2609,17297936,pre-DN-VNC,2656.0,DPMpl12 fork right,DPMpl12 fork,right,no official annotation
2610,17379298,DN-VNC,35.0,CM4 sparse descending right; CM4 dor ant 6 DNs_JMpair17,CM4 sparse descending; CM4 dor ant 6 DNs_JMpair17,right,no official annotation
2611,16316973,DN-SEZ,1103.0,BAmas12_dor SEZ descending right,BAmas12_dor SEZ descending,right,no official annotation
2612,15560623,DN-VNC,177.0,DALcm12-v descending right,DALcm12-v descending,right,no official annotation
2613,17378475,other,2177.0,DPlal Small 3 right,DPlal Small 3,right,no official annotation
2614,1805418,pre-DN-SEZ,131.0,BLP post ven neuron 1 right; BLP34 a 6,BLP post ven neuron 1; BLP34 a 6,right,no official annotation
2615,14756440,pre-DN-VNC,747.0,DALv1 bilateral 1 right,DALv1 bilateral 1,right,no official annotation
2616,17629213,other,1005.0,lasso-top 2 right,lasso-top 2,right,no official annotation
2617,13084891,other,2810.0,lasso-top right,lasso-top,right,no official annotation
2618,17379360,DN-SEZ,634.0,PVM21-like 1 right; CM4 dor med_r; CM4 dor ant 7 DNs,PVM21-like 1; CM4 dor med_r; CM4 dor ant 7 DNs,right,no official annotation
2619,17937991,pre-DN-VNC,387.0,BLVa_t ascending medial 2 right,BLVa_t ascending medial 2,right,no official annotation
2620,12030078,DN-VNC,1418.0,MIXED descending T right TODO axon to VNC across gap,MIXED descending T TODO axon to VNC across gap,right,no official annotation
2621,2504517,pre-DN-VNC,2361.0,CM13 horseshoe 2 right,CM13 horseshoe 2,right,no official annotation
2622,17654973,pre-DN-VNC,2917.0,BLP12 hook 7 right,BLP12 hook 7,right,no official annotation
2623,13137623,pre-DN-VNC,1517.0,DPlal Small 1 right,DPlal Small 1,right,no official annotation
2624,20479904,pre-DN-VNC,998.0,BLP12 hook 2 right,BLP12 hook 2,right,no official annotation
2625,17654991,pre-DN-VNC,453.0,BLP12 bilateral horseshoe 1 right,BLP12 bilateral horseshoe 1,right,PL-16
2626,17658602,pre-DN-VNC,2853.0,BLP12 bilateral horseshoe 3 right,BLP12 bilateral horseshoe 3,right,no official annotation
2627,5730322,pre-DN-VNC,229.0,BAmv12 fork right,BAmv12 fork,right,no official annotation
2628,17378648,DN-VNC,1640.0,DPMl12_post descending right,DPMl12_post descending,right,no official annotation
2629,16115255,DN-VNC,1503.0,CM13 descending right; neuron 16115256 down_oct; CM13 lat 13,CM13 descending; neuron 16115256 down_oct; CM13 lat 13,right,no official annotation
2630,18720819,other,2114.0,UNK horseshoe 2 right,UNK horseshoe 2,right,no official annotation
2631,18302931,pre-DN-VNC,521.0,UNK horseshoe 3 right,UNK horseshoe 3,right,no official annotation
2632,19167389,pre-DN-VNC,1483.0,UNK horseshoe ventral right,UNK horseshoe ventral,right,no official annotation
2633,17298108,other,1763.0,CM13 med 10 right,CM13 med 10,right,no official annotation
2634,13242252,pre-DN-VNC,2152.0,MIXED looper right,MIXED looper,right,no official annotation
2635,17655000,pre-DN-VNC,1451.0,BLP12 bilateral horseshoe 2 right,BLP12 bilateral horseshoe 2,right,PL-15
2636,5898284,pre-DN-VNC,1462.0,CMb 3 varic around loVP; CM13 med 7 right,CMb 3 varic around loVP; CM13 med 7,right,no official annotation
2637,16347786,DN-VNC,1751.0,DPMl descending ipsi right,DPMl descending ipsi,right,no official annotation
2638,11891098,pre-DN-VNC,2241.0,BAla34 bilateral 4 right (defect?),BAla34 bilateral 4 ,right,no official annotation
2639,17654967,pre-DN-VNC,1697.0,BLP12 hook 1 right -missing dendrite,BLP12 hook 1 -missing dendrite,right,no official annotation
2640,14755393,pre-DN-VNC,1221.0,DALv1 contralateral 4 right,DALv1 contralateral 4,right,no official annotation
2641,18133444,pre-DN-VNC,1147.0,DAMv12 Mandible 1 right,DAMv12 Mandible 1,right,no official annotation
2642,17937986,pre-DN-VNC,2894.0,BLVp1 bilateral 4 right,BLVp1 bilateral 4,right,no official annotation
2643,13763548,DN-VNC,148.0,BAmd descending right,BAmd descending,right,no official annotation
2644,9753494,pre-DN-VNC,2933.0,CM13 bilateral 2 right; ASB Baba Yaga 9753494,CM13 bilateral 2; ASB Baba Yaga 9753494,right,no official annotation
2645,9234420,DN-SEZ,897.0,BLAv12 ring-like right,BLAv12 ring-like,right,no official annotation
2646,17850822,pre-DN-SEZ,705.0,BAlp4 ascending 4 right,BAlp4 ascending 4,right,no official annotation
2647,15431795,other,2807.0,SLS_right (CP23 v 5),SLS ,right,no official annotation
2648,13645610,DN-SEZ,1329.0,DPMl Skis right,DPMl Skis,right,no official annotation
2649,17537254,DN-VNC,2161.0,CM4 cen ant 1 right,CM4 cen ant 1,right,no official annotation
2650,13081886,DN-VNC,2600.0,ASB Orca right 3081887 PVM21?; CM4 dor ant 13 DNs,ASB Orca 3081887 PVM21?; CM4 dor ant 13 DNs,right,no official annotation
2651,15672269,pre-DN-VNC,1085.0,DPML1_r,DPML1_,right,no official annotation
2652,17813001,pre-DN-SEZ,461.0,DPMl12 loopy right,DPMl12 loopy,right,no official annotation
2653,16617920,pre-DN-VNC,908.0,BR ; Right,BR ;,right,no official annotation
2654,13948718,pre-DN-VNC,472.0,DAMv12 Mandible 2 right,DAMv12 Mandible 2,right,no official annotation
2655,14034206,DN-VNC,49.0,telegoro-2 right; (ipsigoro lineage),telegoro-2; ,right,no official annotation
2656,19048289,pre-DN-VNC,978.0,BAla34 brush right,BAla34 brush,right,no official annotation
2657,2669331,other,769.0,DPMpm1 horseshoe right,DPMpm1 horseshoe,right,no official annotation
2658,9103710,other,1219.0,BLVp1 bilateral 1 right; Tel-like 1 BPL bilateral; BLVp1 6,BLVp1 bilateral 1; Tel-like 1 BPL bilateral; BLVp1 6,right,no official annotation
2659,18187865,other,2298.0,lasso-top 3 right,lasso-top 3,right,no official annotation
2660,16450562,other,2277.0,DPMpm2 small arc right,DPMpm2 small arc,right,no official annotation
2661,17990556,pre-DN-SEZ,1039.0,DPLam ASB Mackerel right,DPLam ASB Mackerel,right,no official annotation
2662,13953184,pre-DN-SEZ,2876.0,DAMd23 bilateral right; no loSM branch,DAMd23 bilateral; no loSM branch,right,no official annotation
2663,17328580,pre-DN-SEZ,2575.0,BAla34 bilateral 2 right,BAla34 bilateral 2,right,no official annotation
2664,20443598,PN-somato,1570.0,Tel-like 8 right; CP23 v 8,Tel-like 8; CP23 v 8,right,noci 2nd_order PN
2665,16154290,DN-VNC,2707.0,CM4 ven pos 2 right,CM4 ven pos 2,right,no official annotation
2666,20443571,pre-DN-VNC,1320.0,BLP34 descending 6 right,BLP34 descending 6,right,no official annotation
2667,17658948,pre-DN-VNC,2015.0,CP crossover right,CP crossover,right,no official annotation
2668,10870424,pre-DN-VNC,1672.0,CPd contralateral 1 right; CP4 5,CPd contralateral 1; CP4 5,right,no official annotation
2669,9177218,pre-DN-VNC,469.0,CPf contralateral 3 right,CPf contralateral 3,right,no official annotation
2670,5993001,DN-SEZ,1910.0,DPMl a 1 DPPT descending right,DPMl a 1 DPPT descending,right,no official annotation
2671,1805669,pre-DN-VNC,1606.0,BLP34 descending 3 right,BLP34 descending 3,right,no official annotation
2672,5996485,DN-SEZ,275.0,DPMpl lat 2 loSM,DPMpl lat 2 loSM,right,no official annotation
2673,3010486,pre-DN-VNC,1394.0,AF0: neuron right,AF0: neuron,right,no official annotation
2674,5975584,other,2506.0,CM4-dm bilateral descending right; DPMpm c 2 loSM; CM4 dor pos 7,CM4-dm bilateral descending; DPMpm c 2 loSM; CM4 dor pos 7,right,no official annotation
2675,5010581,DN-VNC,1173.0,EH right,EH,right,no official annotation
2676,8826198,PN-somato,2112.0,CPf Lever Puller right,CPf Lever Puller,right,noci 2nd_order PN
2677,17328632,pre-DN-SEZ,1076.0,BLAl_I-X 3 right,BLAl_I-X 3,right,no official annotation
2678,2667980,other,1348.0,DPMm1 horseshoe 2 right,DPMm1 horseshoe 2,right,no official annotation
2679,13411394,other,1406.0,DPMm1 horseshoe 1 right; DPMm1 FB2_right,DPMm1 horseshoe 1; DPMm1 FB2,right,no official annotation
2680,17324711,DN-SEZ,731.0,DNs-1_right,DNs-1,right,no official annotation
2681,17304269,DN-SEZ,503.0,DPMpl12 tall 1 right,DPMpl12 tall 1,right,no official annotation
2682,12422147,pre-DN-SEZ,833.0,UNK horseshoe 3 upper right,UNK horseshoe 3 upper,right,no official annotation
